month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2021_03,BAKSA,Baksa,19757464.0
2021_03,BARPETA,Barpeta,18947146.0
2021_03,BISWANATH,Gohpur,58876000.0
2021_03,CACHAR,Silchar,15971623.0
2021_03,CACHAR,Udarbond,99944437.0
2021_03,DARRANG,Mangaldoi (Pt),8213583.51
2021_03,DHEMAJI,Dhemaji,15593354.0
2021_03,DIBRUGARH,Moran,30299000.0
2021_03,GOLAGHAT,Golaghat,0.0
2021_03,GOLAGHAT,Khumtai,14498538.1
2021_03,JORHAT,Titabor,13250753.0
2021_03,KAMRUP,Kamalpur,30585600.0
2021_03,KAMRUP,Palasbari,7895813.0
2021_03,KAMRUP METRO,Guwahati,18065784.0
2021_03,KAMRUP METRO,North Guwahati (Pt),7388703.0
2021_03,KARIMGANJ,Badarpur,39646164.989999995
2021_03,KARIMGANJ,Karimganj,13517094.03
2021_03,KOKRAJHAR,Kokrajhar (Pt),25982273.2
2021_03,MAJULI,Majuli,57612132.0
2021_03,NALBARI,Nalbari,25013189.0
2021_03,SIVSAGAR,Sibsagar,55794563.03
2021_03,SONITPUR,Tezpur,25899406.369999997
2021_03,TINSUKIA,Tinsukia,107649776.36
